# file	function	callee	count
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_settled_chunk_does_no_row_work	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_settled_chunk_does_no_row_work	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_settled_pile_under_two_core_stepping_shows_no_tile_seam	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_settled_pile_under_two_core_stepping_shows_no_tile_seam	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_split_fluid_step_allocates_nothing	free	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_split_fluid_step_allocates_nothing	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_stamp_is_never_read_under_a_cut_it_was_not_written_under	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_stamp_is_never_read_under_a_cut_it_was_not_written_under	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_step_hands_the_next_pass_no_marks_whatever_it_was_cut_by	free	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_step_hands_the_next_pass_no_marks_whatever_it_was_cut_by	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_landscape_water_column_has_no_line_mass_lag	free	5
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_landscape_water_column_has_no_line_mass_lag	malloc	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_split_gas_equalise_keeps_seam_order	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_split_gas_equalise_keeps_seam_order	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_split_gas_walk_uses_hashed_rng	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_split_gas_walk_uses_hashed_rng	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_two_core_step_does_not_leak_or_fabricate_mass	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_two_core_step_does_not_leak_or_fabricate_mass	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_two_core_step_matches_serial_fall_distance_at_a_seam	free	5
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_two_core_step_matches_serial_fall_distance_at_a_seam	malloc	4
launcher/main/apps/sand/tools/brush_screen_preview.c	write_bmp	calloc	1
launcher/main/apps/sand/tools/brush_screen_preview.c	write_bmp	free	1
launcher/main/apps/sand/tools/chunk_layout.c	board_close	free	4
launcher/main/apps/sand/tools/chunk_layout.c	board_open	malloc	4
launcher/main/apps/sand/tools/crossflow_bench.c	measure	free	2
launcher/main/apps/sand/tools/crossflow_bench.c	measure	malloc	2
launcher/main/apps/sand/tools/dump_reactions.c	main	free	1
launcher/main/apps/sand/tools/dump_reactions.c	read_whole_file	malloc	1
launcher/main/apps/sand/tools/grid_fingerprint.c	free_buffers	free	4
launcher/main/apps/sand/tools/grid_fingerprint.c	prepare_scene	calloc	3
launcher/main/apps/sand/tools/grid_fingerprint.c	prepare_scene	malloc	1
launcher/main/apps/sand/tools/rng_low_bits.c	low_byte_period	free	1
launcher/main/apps/sand/tools/rng_low_bits.c	low_byte_period	malloc	1
launcher/main/apps/sand/tools/serial_lag.c	measure	free	1
launcher/main/apps/sand/tools/serial_lag.c	measure	malloc	1
launcher/main/apps/sand/tools/shading_palette.c	lloyd	free	1
launcher/main/apps/sand/tools/shading_palette.c	lloyd	malloc	1
launcher/main/apps/sand/tools/shading_palette.c	quant_populate_group	malloc	5
launcher/main/apps/sand/tools/shading_palette.c	render_scene	calloc	2
launcher/main/apps/sand/tools/shading_palette.c	render_scene	free	2
launcher/main/apps/sand/tools/shading_palette.c	run_one_dp_case	calloc	1
launcher/main/apps/sand/tools/shading_palette.c	run_one_dp_case	free	1
launcher/main/apps/sand/tools/shading_palette.c	write_png	free	2
launcher/main/apps/sand/tools/shading_palette.c	write_png	malloc	2
launcher/main/apps/sand/tools/shading_palette.c	write_swatches	calloc	1
launcher/main/apps/sand/tools/shading_palette.c	write_swatches	free	1
launcher/main/console/console_screenshot.c	alloc_row_buffers	malloc	3
launcher/main/console/console_screenshot.c	end_capture	free	3
launcher/main/gfx/gfx.c	alloc_band_buffers	malloc	1
launcher/main/gfx/gfx.c	alloc_band_snapshot	heap_caps_malloc	1
launcher/main/gfx/gfx.c	alloc_band_snapshot	malloc	1
launcher/main/gfx/gfx.c	alloc_full_framebuffer	heap_caps_malloc	1
launcher/main/gfx/gfx.c	alloc_full_framebuffer	malloc	1
launcher/main/gfx/gfx.c	alloc_indexed_image	heap_caps_malloc	1
launcher/main/gfx/gfx.c	alloc_indexed_image	malloc	1
launcher/main/gfx/gfx.c	free_band_buffers	free	1
launcher/main/gfx/gfx.c	free_band_snapshot	free	1
launcher/main/gfx/gfx.c	free_band_snapshot	heap_caps_free	1
launcher/main/gfx/gfx.c	free_full_framebuffer	free	1
launcher/main/gfx/gfx.c	free_full_framebuffer	heap_caps_free	1
launcher/main/gfx/gfx.c	free_indexed_image	free	1
launcher/main/gfx/gfx.c	free_indexed_image	heap_caps_free	1
launcher/main/gfx/gfx.c	gfx_init	heap_caps_malloc	5
launcher/main/gfx/gfx.c	gfx_init	malloc	1
launcher/main/gfx/gfx.c	gfx_set_leaf_overlay	free	1
launcher/main/gfx/gfx.c	gfx_set_leaf_overlay	malloc	1
launcher/main/gfx/gfx.c	gfx_set_send_audit	heap_caps_free	1
launcher/main/gfx/gfx.c	gfx_set_send_audit	heap_caps_malloc	1
launcher/main/main.c	check_console_prefix_clashes	free	1
launcher/main/main.c	check_console_prefix_clashes	malloc	1
launcher/main/ui/ui_ridge.c	<file>	heap_caps_malloc	1
launcher/main/ui/ui_ridge.c	<file>	malloc	1
launcher/main/util/job.c	job_bring_up	heap_caps_malloc	1
